Name,AccountNumber,AccountSource,AnnualRevenue,Type,BillingState,Industry
Carr43 Inc,,Employee Referral,2000000,Customer,,Apparel
Bennett44 Inc,,Seminar - Internal,2000000,Partner,DE,Manufacturing
Norton877 Inc,,Partner,500000,Customer,OK,Consulting
Barber878 Inc,,Advertisement,500000,Partner,MI,Consulting
Hoffman879 Inc,,Partner,500000,Customer,,Manufacturing
Wallace880 Inc,,Partner,500000,Customer,WV,Manufacturing
Hawkins881 Inc,,Trade Show,500000,Partner,WV,Apparel
Bush882 Inc,,Public Relations,500000,Partner,,Manufacturing
Goodman883 Inc,,Word of mouth,500000,Partner,,Energy
Stevenson884 Inc,,Partner,500000,Customer,,Education
Banks885 Inc,,Public Relations,500000,Customer,OK,Transportation
Bailey886 Inc,,Web,500000,Customer,NV,Electronics
McKenzie887 Inc,,Seminar - Internal,500000,Customer,OR,Media
Alvarez888 Inc,,Trade Show,500000,Partner,,Biotechnology
Carr889 Inc,,Web,500000,Customer,IN,Communications
Brock890 Inc,,Word of mouth,500000,Customer,,Transportation
Henderson891 Inc,,Word of mouth,500000,Customer,,Banking
Christensen892 Inc,,Advertisement,500000,Customer,KY,Healthcare
Bailey893 Inc,,Employee Referral,500000,Customer,ID,Electronics
Beck894 Inc,,Web,500000,Customer,,Agriculture
King97 Inc,,Partner,500000,Customer,,Finance
Chandler98 Inc,,Partner,500000,Partner,NE,Insurance
Parks99 Inc,,Employee Referral,500000,Partner,HI,Manufacturing
Floyd100 Inc,,Public Relations,500000,Customer,,Healthcare
Love101 Inc,,Partner,500000,Customer,,Manufacturing
Ruiz102 Inc,,Seminar - Internal,500000,Customer,ME,Agriculture
Ortega103 Inc,,Employee Referral,500000,Customer,GA,Biotechnology
Knight146 Inc,,Employee Referral,1000000,Customer,CT,Energy
Graves147 Inc,,Word of mouth,1000000,Customer,CO,Biotechnology
Thomas148 Inc,,Word of mouth,1000000,Customer,,Biotechnology
Colon149 Inc,,Web,1000000,Partner,,Insurance
Salazar150 Inc,,Advertisement,1000000,Customer,,Utilities
McGuire151 Inc,,Word of mouth,1000000,Customer,,Transportation
Butler152 Inc,,Advertisement,1000000,Partner,HI,Electronics
Miles153 Inc,,Employee Referral,1000000,Partner,,Education
Mann154 Inc,,Trade Show,1000000,Customer,,Apparel
Reyes155 Inc,,Advertisement,1000000,Customer,,Banking
Nguyen156 Inc,,Public Relations,1000000,Customer,,Healthcare
Fletcher157 Inc,,Partner,1000000,Customer,,Communications
Parsons158 Inc,,Employee Referral,1000000,Partner,,Biotechnology
Flores159 Inc,,Employee Referral,1000000,Customer,,Media
Shaw160 Inc,,Employee Referral,1000000,Customer,,Education
Dawson161 Inc,,Partner,1000000,Customer,,Education
McCarthy162 Inc,,Employee Referral,1000000,Partner,,Technology
Lopez363 Inc,,Word of mouth,1000000,Customer,,Media
Ross364 Inc,,Public Relations,1000000,Customer,,Insurance
Luna365 Inc,,Partner,1000000,Partner,WV,Banking
Moreno366 Inc,,Web,1000000,Customer,NY,Technology
Clarke367 Inc,,Web,1000000,Customer,,Healthcare
Dunn368 Inc,,Partner,1000000,Customer,ID,Biotechnology
Coleman369 Inc,,Employee Referral,1000000,Customer,CO,Media
Alvarez45 Inc,,Advertisement,2000000,Partner,,Education
Lawrence46 Inc,,Public Relations,2000000,Customer,,Manufacturing
Casey47 Inc,,Word of mouth,800000,Customer,,Education
Gutierrez48 Inc,,Employee Referral,800000,Customer,RI,Telecommunications
West49 Inc,,Trade Show,800000,Partner,,Apparel
Lawrence50 Inc,,Employee Referral,800000,Customer,,Technology
Walsh51 Inc,,Word of mouth,800000,Partner,,Agriculture
Guzman239 Inc,,Public Relations,800000,Customer,LA,Retail
Hampton240 Inc,,Web,800000,Partner,FL,Retail
Johnston241 Inc,,Partner,800000,Customer,,Apparel
Cross242 Inc,,Word of mouth,800000,Customer,,Education
Nguyen243 Inc,,Word of mouth,800000,Customer,,Manufacturing
Wise244 Inc,,Seminar - Internal,800000,Customer,,Agriculture
Terry245 Inc,,Employee Referral,800000,Customer,NJ,Technology
Medina246 Inc,,Web,800000,Customer,LA,Utilities
Moore247 Inc,,Trade Show,800000,Customer,DC,Retail
Greene248 Inc,,Employee Referral,800000,Partner,,Utilities
Butler249 Inc,,Employee Referral,800000,Customer,,Energy
Bryant250 Inc,,Employee Referral,800000,Customer,,Biotechnology
Rivera251 Inc,,Web,800000,Customer,MN,Finance
Meyer252 Inc,,Partner,800000,Customer,,Finance
Phillips253 Inc,,Employee Referral,800000,Customer,,Telecommunications
Glover254 Inc,,Advertisement,800000,Partner,,Banking
Ortega255 Inc,,Employee Referral,800000,Customer,NY,Retail
Love256 Inc,,Partner,800000,Customer,OR,Energy
Moran104 Inc,,Employee Referral,500000,Customer,MI,Energy
Nichols105 Inc,,Web,500000,Partner,,Engineering
Byrd106 Inc,,Trade Show,500000,Customer,,Consulting
Hines107 Inc,,Word of mouth,500000,Customer,MN,Energy
Dixon108 Inc,,Employee Referral,500000,Customer,,Retail
Warner109 Inc,,Advertisement,500000,Customer,ND,Media
Medina110 Inc,,Trade Show,500000,Customer,,Banking
Cannon111 Inc,,Partner,500000,Customer,,Finance
Schultz112 Inc,,Employee Referral,500000,Partner,CO,Technology
Pittman113 Inc,,Partner,500000,Customer,SD,Manufacturing
Ramsey114 Inc,,Word of mouth,500000,Customer,WA,Manufacturing
Parks115 Inc,,Partner,500000,Customer,,Apparel
Guzman116 Inc,,Advertisement,500000,Customer,,Retail
Cook117 Inc,,Public Relations,500000,Customer,,Energy
Webster118 Inc,,Employee Referral,500000,Partner,DE,Engineering
Francis119 Inc,,Seminar - Internal,500000,Customer,,Healthcare
Jackson120 Inc,,Word of mouth,500000,Customer,,Consulting
Malone121 Inc,,Word of mouth,500000,Customer,,Biotechnology
Hansen313 Inc,,Public Relations,500000,Customer,,Technology
Cook314 Inc,,Partner,500000,Customer,VT,Utilities
Malone315 Inc,,Word of mouth,500000,Customer,,Engineering
Page316 Inc,,Web,500000,Customer,NY,Engineering
Diaz317 Inc,,Web,500000,Partner,,Insurance
Brewer318 Inc,,Partner,500000,Customer,AL,Utilities
Stewart319 Inc,,Web,500000,Partner,MT,Energy
